id_produto;nome;numero_produto;preco;id_subcategoria;cor;tamanho;peso;descricao;quantidade;modelo
757;Road-450 Red. 48;BK-R68R-48;1457.99;2;Red;48;17.13;Vélo de qualité pour tous usages. doté d'un bon niveau de confort et de sécurité. Présente des pneus plus larges et plus stables pour les sorties en ville ou les randonnées du week-end.;75;28
758;Road-450 Red. 52;BK-R68R-52;1457.99;2;Red;52;17.42;La selle rembourrée offre un confort optimal. Le porte-bagages nouvellement remanié offre diverses possibilités d'ajout de paniers ou de sacoches. Ce vélo reste parfaitement stable une fois chargé.;75;28
759;Road-650 Red. 58;BK-R50R-58;782.99;2;Red;58;19.79;Voyagez confortablement et avec élégance. Confort et sécurité maximum. Large éventail de vitesses pour gravir toutes les côtes. Sa fabrication en alliage d'aluminium haute technologie est synonyme de robustesse. sans ajout de poids.;75;30
760;Road-650 Red. 60;BK-R50R-60;782.99;2;Red;60;19.9;Système de changement de vitesse très performant.;75;30
761;Road-650 Red. 62;BK-R50R-62;782.99;2;Red;62;20;Axe très rigide.;75;30
762;Road-650 Red. 44;BK-R50R-44;782.99;2;Red;44;18.77;Manivelle haute résistance.;75;30
763;Road-650 Red. 48;BK-R50R-48;782.99;2;Red;48;19.13;Pédalier triple plateaux . manivelle en aluminium . changement de braquet impeccable.;75;30
764;Road-650 Red. 52;BK-R50R-52;782.99;2;Red;52;19.42;Patins de freinage pour tous les temps . freinage renforcé par l'application d'une plus grande surface sur la jante.;75;30
765;Road-650 Black. 58;BK-R50B-58;782.99;2;Black;58;19.79;Conception liaison large.;75;30
766;Road-650 Black. 60;BK-R50B-60;782.99;2;Black;60;19.9;Conception robuste permettant d'absorber les chocs et d'offrir une conduite plus précise.;75;30
767;Road-650 Black. 62;BK-R50B-62;782.99;2;Black;62;20;Fourche composite pour route avec tube de direction en aluminium.;75;30
768;Road-650 Black. 44;BK-R50B-44;782.99;2;Black;44;18.77;Fourche pour route en carbone hautes performances avec bras incurvés.;75;30
769;Road-650 Black. 48;BK-R50B-48;782.99;2;Black;48;19.13;Utilise la même technologie de cadre que celle adoptée sur le cadre en aluminium ML.;75;30
770;Road-650 Black. 52;BK-R50B-52;782.99;2;Black;52;19.42;Le cadre ML est un cadre en aluminium traité à chaud fabriqué avec le même niveau de détail et de qualité que notre cadre HL. Il offre des performances exceptionnelles. Version hommes.;75;30
771;Mountain-100 Silver. 38;BK-M82S-38;3399.99;1;Silver;38;20.35;Le cadre ML est un cadre en aluminium traité à chaud fabriqué avec le même niveau de détail et de qualité que notre cadre HL. Il offre des performances exceptionnelles. Version femmes.;75;19
772;Mountain-100 Silver. 42;BK-M82S-42;3399.99;1;Silver;42;20.77;Doté du même alliage en aluminium que notre cadre HL haut de gamme. le ML possède un tube léger dont le diamètre est prévu pour offrir une résistance optimale. Version femmes.;75;19
773;Mountain-100 Silver. 44;BK-M82S-44;3399.99;1;Silver;44;21.13;Roue de secours tout-terrain pour vététiste occasionnel.;75;19
774;Mountain-100 Silver. 48;BK-M82S-48;3399.99;1;Silver;48;21.42;Roue de secours tout-terrain pour vététiste amateur à confirmé.;75;19
775;Mountain-100 Black. 38;BK-M82B-38;3374.99;1;Black;38;20.35;Roue de secours tout-terrain hautes performances.;75;19
776;Mountain-100 Black. 42;BK-M82B-42;3374.99;1;Black;42;20.77;Roue avant pour vélo de route pour cycliste occasionnel.;75;19
777;Mountain-100 Black. 44;BK-M82B-44;3374.99;1;Black;44;21.13;Alliage robuste avec moyeu à blocage rapide.;75;19
778;Mountain-100 Black. 48;BK-M82B-48;3374.99;1;Black;48;21.42;Roue solide avec jante double paroi.;75;19
779;Mountain-200 Silver. 38;BK-M68S-38;2319.99;1;Silver;38;23.35;Jantes aérodynamiques pour conduite en souplesse.;75;20
780;Mountain-200 Silver. 42;BK-M68S-42;2319.99;1;Silver;42;23.77;Barre d'appui tous usages pour conduite sur route ou tout-terrain.;75;20
781;Mountain-200 Silver. 46;BK-M68S-46;2319.99;1;Silver;46;24.13;Barres d'appui en alliage d'aluminium solide pour descente.;75;20
782;Mountain-200 Black. 38;BK-M68B-38;2294.99;1;Black;38;23.35;Barre d'appui plate suffisamment solide pour le circuit professionnel.;75;20
783;Mountain-200 Black. 42;BK-M68B-42;2294.99;1;Black;42;23.77;Forme très réussie destinée à faciliter l'accès aux leviers.;75;20
784;Mountain-200 Black. 46;BK-M68B-46;2294.99;1;Black;46;24.13;Barre d'appui avec tube en aluminium ergonomique pour répondre aux besoins de tous les cyclistes.;75;20
785;Mountain-300 Black. 38;BK-M47B-38;1079.99;1;Black;38;25.35;Conçu pour la compétition . barre d'appui ergonomique haut de gamme en alliage d'aluminium.;75;21
786;Mountain-300 Black. 40;BK-M47B-40;1079.99;1;Black;40;25.77;Forme très réussie destinée à diminuer la fatigue des cyclistes occasionnels.;75;21
787;Mountain-300 Black. 44;BK-M47B-44;1079.99;1;Black;44;26.13;Barre d'appui en aluminium légère et solide pour les longues randonnées.;75;21
788;Mountain-300 Black. 48;BK-M47B-48;1079.99;1;Black;48;26.42;Jeu de direction de qualité sans filetage à un prix abordable.;75;21
789;Road-250 Red. 44;BK-R89R-44;2443.35;2;Red;44;14.77;Boîtier de protection hermétique.;75;26
790;Road-250 Red. 48;BK-R89R-48;2443.35;2;Red;48;15.13;Jeu de direction sans filetage 2.54 cm de grande qualité avec un dispositif de lubrification rapide.;75;26
791;Road-250 Red. 52;BK-R89R-52;2443.35;2;Red;52;15.42;Plate-forme allongée permettant de rouler avec tous types de chaussures . idéal pour la randonnée.;75;26
792;Road-250 Red. 58;BK-R89R-58;2443.35;2;Red;58;15.79;Pédales automatiques légères et robustes avec tension réglable.;75;26
793;Road-250 Black. 44;BK-R89B-44;2443.35;2;Black;44;14.77;Acier inoxydable . facile à nettoyer.;75;26
794;Road-250 Black. 48;BK-R89B-48;2443.35;2;Black;48;15.13;Pédales automatiques - aluminium.;75;26
795;Road-250 Black. 52;BK-R89B-52;2443.35;2;Black;52;15.42;Fabrication en alliage d'aluminium léger.;75;26
796;Road-250 Black. 58;BK-R89B-58;2443.35;2;Black;58;15.68;Pédales automatiques haut de gamme avec tension réglable.;75;26
797;Road-550-W Yellow. 38;BK-R64Y-38;1120.49;2;Yellow;38;17.35;Pédale stable pour longs trajets.;75;29
798;Road-550-W Yellow. 40;BK-R64Y-40;1120.49;2;Yellow;40;17.77;Bouchon de remplissage . étriers en aluminium poli.;75;29
799;Road-550-W Yellow. 42;BK-R64Y-42;1120.49;2;Yellow;42;18.13;Dérailleur en aluminium 10 vitesses avec supports de galet hermétiques.;75;29
800;Road-550-W Yellow. 44;BK-R64Y-44;1120.49;2;Yellow;44;18.42;Roue de secours tout-terrain arrière pour vététiste occasionnel.;75;29
801;Road-550-W Yellow. 48;BK-R64Y-48;1120.49;2;Yellow;48;18.68;Roue de secours tout-terrain arrière pour vététiste amateur à confirmé.;75;29
802;LL Fork;FK-1639;148.22;10;;;;Jantes très robustes. solidité garantie.;375;104
803;ML Fork;FK-5136;175.49;10;;;;Roue de secours arrière pour cycliste occasionnel.;375;105
804;HL Fork;FK-9939;229.49;10;;;;Jante en alliage d'aluminium avec rayons en acier inoxydable . pour une vitesse optimale.;375;106
805;LL Headset;HS-0296;34.2;11;;;;Roue arrière solide avec jante doublée.;375;59
806;ML Headset;HS-2451;102.29;11;;;;Excellentes jantes aérodynamiques pour une conduite en souplesse.;375;60
807;HL Headset;HS-3479;124.73;11;;;;Cuir synthétique. Confort amélioré grâce au couvre-selle en gel.;375;61
808;LL Mountain Handlebars;HB-M243;44.54;4;;;;Conçu pour absorber les chocs.;375;52
809;ML Mountain Handlebars;HB-M763;61.92;4;;;;Conception ergonomique pour randonnée longue distance confortable. Cuir de qualité.;375;54
810;HL Mountain Handlebars;HB-M918;120.27;4;;;;Selle légère avec renfort en mousse.;375;55
811;LL Road Handlebars;HB-R504;44.54;4;;;;Amortisseurs en caoutchouc pour absorber les bosses.;375;56
812;ML Road Handlebars;HB-R720;61.92;4;;;;Selle de course légère en Kevlar. Cuir.;375;57
813;HL Road Handlebars;HB-R956;120.27;4;;;;Selle confortable et ergonomique profilée avec couvre-selle en gel.;375;58
814;ML Mountain Frame - Black. 38;FR-M63B-38;348.76;12;Black;38;2.73;Nouvelle conception pour éviter la fatigue lors des longues randonnées.;375;15
815;LL Mountain Front Wheel;FW-M423;60745;17;Black;;;Cadre profilé pour améliorer le confort.;375;42
816;ML Mountain Front Wheel;FW-M762;209025;17;Black;;;Traction comparable aux modèles haut de gamme. gomme de pneu moins chère.;375;45
817;HL Mountain Front Wheel;FW-M928;300215;17;Black;;;Grande traction. caoutchouc haute densité.;375;46
818;LL Road Front Wheel;FW-R623;85565;17;Black;;900;Traction exceptionnelle . carbone léger renforcé.;375;49
819;ML Road Front Wheel;FW-R762;248385;17;Black;;850;Même dessin que les pneus plus chers. mais doté d'une gomme moins chère.;375;50
820;HL Road Front Wheel;FW-R820;330.06;17;Black;;650;Caoutchouc plus dense que sur les autres modèles.;375;51
821;Touring Front Wheel;FW-T905;218.01;17;Black;;;Carbone léger renforcé pour un confort de conduite inégalé. sans ajout de poids.;375;44
822;ML Road Frame-W - Yellow. 38;FR-R72Y-38;594.83;14;Yellow;38;2.18;Caoutchouc haute densité.;375;17
823;LL Mountain Rear Wheel;RW-M423;87745;17;Black;;;Tube à autovulcanisation.;375;123
824;ML Mountain Rear Wheel;RW-M762;236025;17;Black;;;Tube classique tous usages.;375;124
825;HL Mountain Rear Wheel;RW-M928;327215;17;Black;;;Tube à usage générique.;375;125
826;LL Road Rear Wheel;RW-R623;112565;17;Black;;1050;Le cadre LL en aluminium offre une conduite confortable. une excellente absorption des bosses pour un très bon rapport qualité-prix.;375;126
827;ML Road Rear Wheel;RW-R762;275385;17;Black;;1000;Doté du même alliage en aluminium que notre cadre HL haut de gamme. le ML possède un tube léger dont le diamètre est prévu pour offrir une résistance optimale. Version hommes.;375;77
828;HL Road Rear Wheel;RW-R820;357.06;17;Black;;890;Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage . cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.;375;78
829;Touring Rear Wheel;RW-T905;245.01;17;Black;;;Cadre renforcé léger pour une position plus droite . idéal pour les promenades en ville. Ligne remarquable pour un confort optimal.;375;43
830;ML Mountain Frame - Black. 40;FR-M63B-40;348.76;12;Black;40;2.77;Le cadre HL est profilé afin d'associer élégance et robustesse . il est prévu pour résister à une utilisation quotidienne intensive. Version hommes.;375;14
831;ML Mountain Frame - Black. 44;FR-M63B-44;348.76;12;Black;44;2.81;Éclairage peu onéreux pour la conduite de nuit - utilise 3 piles AAA.;375;14
832;ML Mountain Frame - Black. 48;FR-M63B-48;348.76;12;Black;48;2.85;Le porte-bidon en aluminium est plus léger que la version VTT . idéal pour les longues randonnées.;375;14
833;ML Road Frame-W - Yellow. 40;FR-R72Y-40;594.83;14;Yellow;40;2.22;Bidon d'eau avec le logo de l'équipe AWC - capacité 0.75 litre. entièrement étanche.;375;17
834;ML Road Frame-W - Yellow. 42;FR-R72Y-42;594.83;14;Yellow;42;2.26;Porte-vélo sécurisé pour 4 vélos . fabrication en acier . adaptable sur attache-remorque.;375;17
835;ML Road Frame-W - Yellow. 44;FR-R72Y-44;594.83;14;Yellow;44;2.3;Garde-boue adapté à la plupart des VTT.;375;17
836;ML Road Frame-W - Yellow. 48;FR-R72Y-48;594.83;14;Yellow;48;2.34;Combinaison de fibres naturelles et synthétiques . reste sèche et offre le confort nécessaire.;375;17
837;HL Road Frame - Black. 62;FR-R92B-62;1431.5;14;Black;62;2.3;Très pratique. Tient dans la poche. Corps en aluminium. 11.2 bars.;375;6
838;HL Road Frame - Black. 44;FR-R92B-44;1431.5;14;Black;44;2.12;Conçu pour l'équipe professionnelle AWC. à bretelles. contrôle de l'humidité. peau de chamois et bande anti-remontée.;375;6
839;HL Road Frame - Black. 48;FR-R92B-48;1431.5;14;Black;48;2.16;Fabrication en nylon résistant étanche d'accès facile. Suffisamment grand pour les randonnées du week-end.;375;6
840;HL Road Frame - Black. 52;FR-R92B-52;1431.5;14;Black;52;2.2;Entièrement rembourré. amélioration de la souplesse de mouvement des doigts. paume renforcée. fermeture réglable.;375;6
841;Men's Sports Shorts. S;SH-M897-S;59.99;22;Black;S;;Paume synthétique. poignets souples. ouverture maillée anti-transpiration. Adopté par les professionnels de l'équipe AWC.;3;13
842;Touring-Panniers. Large;PA-T100;125;35;Grey;;;Cuissards résistants à l'usure pour utilisation intensive. doublés à l'intérieur en Spandex. sans couture. peau de chamois anti-bactérie pour un meilleur confort.;3;120
843;Cable Lock;LO-C100;25;34;;;;Comprend 8 rustines de tailles différentes. de la colle et du papier de verre.;3;115
844;Minipump;PU-0452;19.99;36;;;;Sacs légers et résistants au vent . tiennent dans la poche.;3;116
845;Mountain Pump;PU-M044;24.99;36;;;;Cuissards de course pour hommes - en Spandex avec un élastique à la ceinture et bande anti-remontée.;3;117
846;Taillights - Battery-Powered;LT-T990;13.99;33;;;;Support de type home trainer idéal pour vous entraîner en intérieur (pour tous les modèles de vélo). Fixations rapides. fabrication en acier.;3;108
847;Headlights - Dual-Beam;LT-H902;34.99;33;;;;Feu avant rechargeable à deux faisceaux.;3;109
848;Headlights - Weatherproof;LT-H903;44.99;33;;;;Feu avant robuste.;3;110
849;Men's Sports Shorts. M;SH-M897-M;59.99;22;Black;M;;Maillot manches courtes classique et anti-transpiration avec contrôle de l'humidité. fermeture avant à glissière et 3 poches arrière.;3;13
850;Men's Sports Shorts. L;SH-M897-L;59.99;22;Black;L;;Simple et léger. Rustines de secours rangées dans la poignée.;3;13
851;Men's Sports Shorts. XL;SH-M897-X;59.99;22;Black;XL;;Fin. léger et résistant avec des poignets qui restent en place.;3;13
852;Women's Tights. S;TG-W091-S;74.99;24;Black;S;;Porte-bidon en aluminium robuste qui maintient le bidon sur les terrains accidentés.;3;38
853;Women's Tights. M;TG-W091-M;74.99;24;Black;M;;Style classique avec une visière relevable . taille unique.;3;38
854;Women's Tights. L;TG-W091-L;74.99;24;Black;L;;Maillot de cycliste en microfibre avec le logo de l'équipe AWV. manches longues. unisexe.;3;38
855;Men's Bib-Shorts. S;SB-M891-S;89.99;18;Multi;S;;Légère. aérée. taille unique. avec une visière amovible.;3;12
856;Men's Bib-Shorts. M;SB-M891-M;89.99;18;Multi;M;;Sac d'hydratation de 3 l polyvalent. Permet de stocker des aliments supplémentaires. Facile d'accès et fourni avec une ceinture.;3;12
857;Men's Bib-Shorts. L;SB-M891-L;89.99;18;Multi;L;;Collants chauds en Spandex pour l'hiver . fabrication en chamoisine sans couture pour éliminer les points de frottement.;3;12
858;Half-Finger Gloves. S;GL-H102-S;24.49;20;Black;S;;Nettoie les saletés . dissout la graisse. Protège l'environnement. Bouteille d'1 litre.;3;4
859;Half-Finger Gloves. M;GL-H102-M;24.49;20;Black;M;;S'enroule pour s'adapter aux pneus avant et arrière. sac et deux clés fournis.;3;4
860;Half-Finger Gloves. L;GL-H102-L;24.49;20;Black;L;;Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre. afin d'absorber les bosses.;3;4
861;Full-Finger Gloves. S;GL-F110-S;37.99;20;Black;S;;;3;3
862;Full-Finger Gloves. M;GL-F110-M;37.99;20;Black;M;;;3;3
863;Full-Finger Gloves. L;GL-F110-L;37.99;20;Black;L;;;3;3
864;Classic Vest. S;VE-C304-S;63.5;25;Blue;S;;;3;1
865;Classic Vest. M;VE-C304-M;63.5;25;Blue;M;;;3;1
866;Classic Vest. L;VE-C304-L;63.5;25;Blue;L;;;3;1
867;Women's Mountain Shorts. S;SH-W890-S;69.99;22;Black;S;;;3;37
868;Women's Mountain Shorts. M;SH-W890-M;69.99;22;Black;M;;;3;37
869;Women's Mountain Shorts. L;SH-W890-L;69.99;22;Black;L;;;3;37
870;Water Bottle - 30 oz.;WB-H098;4.99;28;;;;;3;111
871;Mountain Bottle Cage;BC-M005;9.99;28;;;;;3;112
872;Road Bottle Cage;BC-R205;8.99;28;;;;;3;113
873;Patch Kit/8 Patches;PK-7098;2.29;37;;;;;3;114
874;Racing Socks. M;SO-R809-M;8.99;23;White;M;;;3;24
875;Racing Socks. L;SO-R809-L;8.99;23;White;L;;;3;24
876;Hitch Rack - 4-Bike;RA-H123;120;26;;;;;3;118
877;Bike Wash - Dissolver;CL-9009;7.95;29;;;;;3;119
878;Fender Set - Mountain;FE-6654;21.98;30;;;;;3;121
879;All-Purpose Bike Stand;ST-1401;159;27;;;;;3;122
880;Hydration Pack - 70 oz.;HY-1023-70;54.99;32;Silver;70;;;3;107
881;Short-Sleeve Classic Jersey. S;SJ-0194-S;53.99;21;Yellow;S;;;3;32
882;Short-Sleeve Classic Jersey. M;SJ-0194-M;53.99;21;Yellow;M;;;3;32
883;Short-Sleeve Classic Jersey. L;SJ-0194-L;53.99;21;Yellow;L;;;3;32
884;Short-Sleeve Classic Jersey. XL;SJ-0194-X;53.99;21;Yellow;XL;;;3;32
885;HL Touring Frame - Yellow. 60;FR-T98Y-60;1003.91;16;Yellow;60;3.08;;375;7
886;LL Touring Frame - Yellow. 62;FR-T67Y-62;333.42;16;Yellow;62;3.2;;375;10
887;HL Touring Frame - Yellow. 46;FR-T98Y-46;1003.91;16;Yellow;46;2.96;;375;7
888;HL Touring Frame - Yellow. 50;FR-T98Y-50;1003.91;16;Yellow;50;3;;375;7
889;HL Touring Frame - Yellow. 54;FR-T98Y-54;1003.91;16;Yellow;54;3.04;;375;7
890;HL Touring Frame - Blue. 46;FR-T98U-46;1003.91;16;Blue;46;2.96;;375;7
891;HL Touring Frame - Blue. 50;FR-T98U-50;1003.91;16;Blue;50;3;;375;7
892;HL Touring Frame - Blue. 54;FR-T98U-54;1003.91;16;Blue;54;3.04;;375;7
893;HL Touring Frame - Blue. 60;FR-T98U-60;1003.91;16;Blue;60;3.08;;375;7
894;Rear Derailleur;RD-2308;121.46;9;Silver;;215;;375;127
895;LL Touring Frame - Blue. 50;FR-T67U-50;333.42;16;Blue;50;3.1;;375;10
896;LL Touring Frame - Blue. 54;FR-T67U-54;333.42;16;Blue;54;3.14;;375;10
897;LL Touring Frame - Blue. 58;FR-T67U-58;333.42;16;Blue;58;3.16;;375;10
898;LL Touring Frame - Blue. 62;FR-T67U-62;333.42;16;Blue;62;3.2;;375;10
899;LL Touring Frame - Yellow. 44;FR-T67Y-44;333.42;16;Yellow;44;3.02;;375;10
900;LL Touring Frame - Yellow. 50;FR-T67Y-50;333.42;16;Yellow;50;3.1;;375;10
901;LL Touring Frame - Yellow. 54;FR-T67Y-54;333.42;16;Yellow;54;3.14;;375;10
902;LL Touring Frame - Yellow. 58;FR-T67Y-58;333.42;16;Yellow;58;3.16;;375;10
903;LL Touring Frame - Blue. 44;FR-T67U-44;333.42;16;Blue;44;3.02;;375;10
904;ML Mountain Frame-W - Silver. 40;FR-M63S-40;364.09;12;Silver;40;2.77;;375;15
905;ML Mountain Frame-W - Silver. 42;FR-M63S-42;364.09;12;Silver;42;2.81;;375;15
906;ML Mountain Frame-W - Silver. 46;FR-M63S-46;364.09;12;Silver;46;2.85;;375;15
907;Rear Brakes;RB-9231;106.5;6;Silver;;317;;375;128
908;LL Mountain Seat/Saddle;SE-M236;27.12;15;;;;;375;79
909;ML Mountain Seat/Saddle;SE-M798;39.14;15;;;;;375;80
910;HL Mountain Seat/Saddle;SE-M940;52.64;15;;;;;375;81
911;LL Road Seat/Saddle;SE-R581;27.12;15;;;;;375;82
912;ML Road Seat/Saddle;SE-R908;39.14;15;;;;;375;83
913;HL Road Seat/Saddle;SE-R995;52.64;15;;;;;375;84
914;LL Touring Seat/Saddle;SE-T312;27.12;15;;;;;375;66
915;ML Touring Seat/Saddle;SE-T762;39.14;15;;;;;375;65
916;HL Touring Seat/Saddle;SE-T924;52.64;15;;;;;375;67
917;LL Mountain Frame - Silver. 42;FR-M21S-42;264.05;12;Silver;42;2.92;;375;8
918;LL Mountain Frame - Silver. 44;FR-M21S-44;264.05;12;Silver;44;2.96;;375;8
919;LL Mountain Frame - Silver. 48;FR-M21S-48;264.05;12;Silver;48;3;;375;8
920;LL Mountain Frame - Silver. 52;FR-M21S-52;264.05;12;Silver;52;3.04;;375;8
921;Mountain Tire Tube;TT-M928;4.99;37;;;;;375;92
922;Road Tire Tube;TT-R982;3.99;37;;;;;375;93
923;Touring Tire Tube;TT-T092;4.99;37;;;;;375;94
924;LL Mountain Frame - Black. 42;FR-M21B-42;249.79;12;Black;42;2.92;;375;8
925;LL Mountain Frame - Black. 44;FR-M21B-44;249.79;12;Black;44;2.96;;375;8
926;LL Mountain Frame - Black. 48;FR-M21B-48;249.79;12;Black;48;3;;375;8
927;LL Mountain Frame - Black. 52;FR-M21B-52;249.79;12;Black;52;3.04;;375;8
928;LL Mountain Tire;TI-M267;24.99;37;;;;;375;85
929;ML Mountain Tire;TI-M602;29.99;37;;;;;375;86
930;HL Mountain Tire;TI-M823;35;37;;;;;375;87
931;LL Road Tire;TI-R092;21.49;37;;;;;375;88
932;ML Road Tire;TI-R628;24.99;37;;;;;375;89
933;HL Road Tire;TI-R982;32.6;37;;;;;375;90
934;Touring Tire;TI-T723;28.99;37;;;;;375;91
935;LL Mountain Pedal;PD-M282;40.49;13;Silver/Black;;218;;375;62
936;ML Mountain Pedal;PD-M340;62.09;13;Silver/Black;;215;;375;63
937;HL Mountain Pedal;PD-M562;80.99;13;Silver/Black;;185;;375;64
938;LL Road Pedal;PD-R347;40.49;13;Silver/Black;;189;;375;68
939;ML Road Pedal;PD-R563;62.09;13;Silver/Black;;168;;375;69
940;HL Road Pedal;PD-R853;80.99;13;Silver/Black;;149;;375;70
941;Touring Pedal;PD-T852;80.99;13;Silver/Black;;;;375;53
942;ML Mountain Frame-W - Silver. 38;FR-M63S-38;364.09;12;Silver;38;2.73;;375;15
943;LL Mountain Frame - Black. 40;FR-M21B-40;249.79;12;Black;40;2.88;;375;8
944;LL Mountain Frame - Silver. 40;FR-M21S-40;264.05;12;Silver;40;2.88;;375;8
945;Front Derailleur;FD-2342;91.49;9;Silver;;88;;375;103
946;LL Touring Handlebars;HB-T721;46.09;4;;;;;375;47
947;HL Touring Handlebars;HB-T928;91.57;4;;;;;375;48
948;Front Brakes;FB-9873;106.5;6;Silver;;317;;375;102
949;LL Crankset;CS-4759;175.49;8;Black;;600;;375;99
950;ML Crankset;CS-6583;256.49;8;Black;;635;;375;100
951;HL Crankset;CS-9183;404.99;8;Black;;575;;375;101
952;Chain;CH-0234;20.24;7;Silver;;;;375;98
953;Touring-2000 Blue. 60;BK-T44U-60;1214.85;3;Blue;60;27.9;;75;35
954;Touring-1000 Yellow. 46;BK-T79Y-46;2384.07;3;Yellow;46;25.13;;75;34
955;Touring-1000 Yellow. 50;BK-T79Y-50;2384.07;3;Yellow;50;25.42;;75;34
956;Touring-1000 Yellow. 54;BK-T79Y-54;2384.07;3;Yellow;54;25.68;;75;34
957;Touring-1000 Yellow. 60;BK-T79Y-60;2384.07;3;Yellow;60;25.9;;75;34
958;Touring-3000 Blue. 54;BK-T18U-54;742.35;3;Blue;54;29.68;;75;36
959;Touring-3000 Blue. 58;BK-T18U-58;742.35;3;Blue;58;29.9;;75;36
960;Touring-3000 Blue. 62;BK-T18U-62;742.35;3;Blue;62;30;;75;36
961;Touring-3000 Yellow. 44;BK-T18Y-44;742.35;3;Yellow;44;28.77;;75;36
962;Touring-3000 Yellow. 50;BK-T18Y-50;742.35;3;Yellow;50;29.13;;75;36
963;Touring-3000 Yellow. 54;BK-T18Y-54;742.35;3;Yellow;54;29.42;;75;36
964;Touring-3000 Yellow. 58;BK-T18Y-58;742.35;3;Yellow;58;29.79;;75;36
965;Touring-3000 Yellow. 62;BK-T18Y-62;742.35;3;Yellow;62;30;;75;36
966;Touring-1000 Blue. 46;BK-T79U-46;2384.07;3;Blue;46;25.13;;75;34
967;Touring-1000 Blue. 50;BK-T79U-50;2384.07;3;Blue;50;25.42;;75;34
968;Touring-1000 Blue. 54;BK-T79U-54;2384.07;3;Blue;54;25.68;;75;34
969;Touring-1000 Blue. 60;BK-T79U-60;2384.07;3;Blue;60;25.9;;75;34
970;Touring-2000 Blue. 46;BK-T44U-46;1214.85;3;Blue;46;27.13;;75;35
971;Touring-2000 Blue. 50;BK-T44U-50;1214.85;3;Blue;50;27.42;;75;35
972;Touring-2000 Blue. 54;BK-T44U-54;1214.85;3;Blue;54;27.68;;75;35
973;Road-350-W Yellow. 40;BK-R79Y-40;1700.99;2;Yellow;40;15.35;;75;27
974;Road-350-W Yellow. 42;BK-R79Y-42;1700.99;2;Yellow;42;15.77;;75;27
975;Road-350-W Yellow. 44;BK-R79Y-44;1700.99;2;Yellow;44;16.13;;75;27
976;Road-350-W Yellow. 48;BK-R79Y-48;1700.99;2;Yellow;48;16.42;;75;27
977;Road-750 Black. 58;BK-R19B-58;539.99;2;Black;58;20.79;;75;31
978;Touring-3000 Blue. 44;BK-T18U-44;742.35;3;Blue;44;28.77;;75;36
979;Touring-3000 Blue. 50;BK-T18U-50;742.35;3;Blue;50;29.13;;75;36
980;Mountain-400-W Silver. 38;BK-M38S-38;769.49;1;Silver;38;26.35;;75;22
981;Mountain-400-W Silver. 40;BK-M38S-40;769.49;1;Silver;40;26.77;;75;22
982;Mountain-400-W Silver. 42;BK-M38S-42;769.49;1;Silver;42;27.13;;75;22
983;Mountain-400-W Silver. 46;BK-M38S-46;769.49;1;Silver;46;27.42;;75;22
984;Mountain-500 Silver. 40;BK-M18S-40;564.99;1;Silver;40;27.35;;75;23
985;Mountain-500 Silver. 42;BK-M18S-42;564.99;1;Silver;42;27.77;;75;23
986;Mountain-500 Silver. 44;BK-M18S-44;564.99;1;Silver;44;28.13;;75;23
987;Mountain-500 Silver. 48;BK-M18S-48;564.99;1;Silver;48;28.42;;75;23
988;Mountain-500 Silver. 52;BK-M18S-52;564.99;1;Silver;52;28.68;;75;23
989;Mountain-500 Black. 40;BK-M18B-40;539.99;1;Black;40;27.35;;75;23
990;Mountain-500 Black. 42;BK-M18B-42;539.99;1;Black;42;27.77;;75;23
991;Mountain-500 Black. 44;BK-M18B-44;539.99;1;Black;44;28.13;;75;23
992;Mountain-500 Black. 48;BK-M18B-48;539.99;1;Black;48;28.42;;75;23
993;Mountain-500 Black. 52;BK-M18B-52;539.99;1;Black;52;28.68;;75;23
994;LL Bottom Bracket;BB-7421;53.99;5;;;223;;375;95
995;ML Bottom Bracket;BB-8107;101.24;5;;;168;;375;96
996;HL Bottom Bracket;BB-9108;121.49;5;;;170;;375;97
997;Road-750 Black. 44;BK-R19B-44;539.99;2;Black;44;19.77;;75;31
998;Road-750 Black. 48;BK-R19B-48;539.99;2;Black;48;20.13;;75;31
999;Road-750 Black. 52;BK-R19B-52;539.99;2;Black;52;20.42;;75;31
